code_category_cd,code,user_code,code_removed,code_default,code_calc,system_code,code_dev,rje_code,VSP_Code,VSP_CODE_Category,VSP_Code_desc,Warntime1,Warntime2,CDA_Code,CDA_Code_Description,Description,DoNotShow
32,612,MN,False,False,0,True,612,,,,,,,,,Minnesota,
32,613,MS,False,False,0,True,613,,,,,,,,,Mississippi,
32,614,MO,False,False,0,True,614,,,,,,,,,Missouri,
32,615,MT,False,False,0,True,615,,,,,,,,,Montana,
32,616,NE,False,False,0,True,616,,,,,,,,,Nebraska,
32,618,NH,False,False,0,True,618,,,,,,,,,New Hampshire,
32,619,NC,False,False,0,True,619,,,,,,,,,North Carolina,
32,620,OH,False,False,0,True,620,,,,,,,,,Ohio,
32,621,OR,False,False,0,True,621,,,,,,,,,Oregon,
32,622,PA,False,False,0,True,622,,,,,,,,,Pennsylvania,
32,623,PR,False,False,0,True,623,,,,,,,,,Puerto Rico,
32,624,RI,False,False,0,True,624,,,,,,,,,Rhode Island,
32,625,SC,False,False,0,True,625,,,,,,,,,South Carolina,
32,626,SD,False,False,0,True,626,,,,,,,,,South Dakota,
32,627,TN,False,False,0,True,627,,,,,,,,,Tennessee,
32,628,UT,False,False,0,True,628,,,,,,,,,Utah,
32,629,VT,False,False,0,True,629,,,,,,,,,Vermont,
32,630,VA,False,False,0,True,630,,,,,,,,,Virginia,
32,631,WA,False,False,0,True,631,,,,,,,,,Washington,
32,632,WV,False,False,0,True,632,,,,,,,,,West Virginia,
32,633,WI,False,False,0,True,633,,,,,,,,,Wisconsin,
32,634,WY,False,False,0,True,634,,,,,,,,,Wyoming,
32,635,CN,False,False,0,True,635,,,,,,,,,Canada,
61,642,N,False,False,0,True,642,,,,,,,,,Not a Student,
63,643,W,False,False,0,True,643,,,,,,,,,Widowed,
63,644,X,False,False,0,True,644,,,,,,,,,Legally Separated,
63,645,U,False,True,0,True,645,,,,,,,,,Unknown,
5,651,G,False,False,0,True,651,,,,,,,,,Blue Cross,
5,652,G,False,False,0,True,652,,,,,,,,,Blue Shield,
59,653,05,True,False,0,True,653,,,,,,,,,Step Child,
59,654,06,True,False,0,True,654,,,,,,,,,Foster Child,
59,655,07,True,False,0,True,655,,,,,,,,,Ward of Court,
59,656,08,False,False,0,True,656,,,,,,,,,Employee,
59,657,09,False,False,0,True,657,,,,,,,,,Unknown,
59,658,10,True,False,0,True,658,,,,,,,,,Handicapped Dependent,
59,659,13,True,False,0,True,659,,,,,,,,,Grandchild,
59,660,14,True,False,0,True,660,,,,,,,,,Niece/Nephew,
59,661,15,True,False,0,True,661,,,,,,,,,Injured Plaintiff,
59,662,16,True,False,0,True,662,,,,,,,,,Sponsored Dependent,
59,663,17,True,False,0,True,663,,,,,,,,,Minor Dependent of a Minor Dependent,
59,664,18,True,False,0,True,664,,,,,,,,,Parent,
59,665,19,True,False,0,True,665,,,,,,,,,Grandparent,
60,666, ,False,False,0,False,666,,,,,,,,,I,
60,667, ,False,False,0,False,667,,,,,,,,,IV,
40,668,11,False,False,0,True,668,,,,,,,,,Used DME,
40,669,17,False,False,0,True,669,,,,,,,,,Pre-Admission Testing,
40,670,18,False,False,0,True,670,,,,,,,,,DME Rental,
40,671,99,False,False,0,True,671,,,,,,,,,Other,
215,672,,False,False,0,False,672,,,,,,,,,Diagnostic Procedures,
61,673,2,False,False,0,True,673,,,,,,,,,Employed Part-time,
61,674,3,False,False,0,True,674,,,,,,,,,Not Employed,
61,675,4,False,False,0,True,675,,,,,,,,,Self Employed,
61,676,5,False,False,0,True,676,,,,,,,,,Retired,
61,677,6,False,False,0,True,677,,,,,,,,,On Active Military Duty,
61,678,9,False,True,0,True,678,,,,,,,,,Unknown,
41,679,,False,False,0,True,679,,,,,,,,,Professional Service,
71,680,,False,False,0,False,680,,,,,,,,,Seventh,
71,681,,False,False,0,False,681,,,,,,,,,Eighth,
71,682,,False,False,0,False,682,,,,,,,,,Ninth,
57,683,,False,False,0,False,683,,,,,,,,,Renewal Date,
28,687,,False,False,0,False,687,,,,,,,,,Visual Fields,
15,729,,False,False,0,True,729,,,,,,,,,Transfer to Another Insurance,
39,730,55,False,False,0,False,730,,,,,,,,,55 Post-Opt-Mgt,
62,732,,False,False,0,False,732,,,,,,,,,Lawyer,
62,733,,False,False,0,False,733,,,,,,,,,Programmer,
62,734,,False,False,0,False,734,,,,,,,,,Electrician,
62,735,,False,False,0,False,735,,,,,,,,,Construction Worker,
62,736,,False,False,0,False,736,,,,,,,,,Secretary,
62,737,,False,False,0,False,737,,,,,,,,,Carpenter,
62,738,,False,False,0,False,738,,,,,,,,,Welder,
62,739,,False,False,0,False,739,,,,,,,,,Policeman,
28,740,,False,False,0,False,740,,,,,,,,,Vision/Refractive Errors,
47,749,10,False,False,0,False,749,,,,,,,,,Men's Plastic,
47,751,5,False,False,0,False,751,,,,,,,,,Women's Plastic,
47,754,25,False,False,0,False,754,,,,,,,,,Girls',
44,755,386,False,False,0,False,755,,,,,,,,,Stainless Steel,
47,756,40,False,False,0,False,756,,,,,,,,,Metal,
47,759,32,False,False,0,False,759,,,,,,,,,Women's Combinations,
47,760,35,False,False,0,False,760,,,,,,,,,Half Eyes,
47,762,30,False,False,0,False,762,,,,,,,,,Boys',
47,763,45,False,False,0,False,763,,,,,,,,,Rimless,
44,764,281,False,False,0,False,764,,,,,,,,,Plastic & Metal,
44,765,352,False,False,0,False,765,,,,,,,,,Propionate,
5,766,MG,False,False,0,True,766,,,,,,,,,Medigap,
47,767,SUN,False,False,0,False,767,,,,,,,,,Sunglasses,
29,774,,False,False,0,False,774,,,,,,,,,Relative Fee,
15,776,,False,False,0,True,776,,,,,,,,,Transfer from Insurance to Patient,
15,777,,False,False,0,True,777,,,,,,,,,Late Charge,
15,778,,False,False,0,True,778,,,,,,,,,Finance Charge,
15,779,,False,False,0,True,779,,,,,,,,,Global Insurance Write-off,
44,780,422,False,False,0,False,780,,,,,,,,,Zyl,
44,782,13,False,False,0,False,782,,,,,,,,,Acetate Cellulose & Nickel Silver,
44,783,194,False,False,0,False,783,,,,,,,,,Metal & Cellulose Acetate,
47,784,33,False,False,0,False,784,,,,,,,,,Men's Combinations,
14,785,,False,False,0,False,785,,,,,,,,,Miss,
44,792,165,False,False,0,False,792,,,,,,,,,Injected Acetate,
44,793,81,False,False,0,False,793,,,,,,,,,Co-Polyamide,
44,794,94,False,False,0,False,794,,,,,,,,,Copolyamide,
44,796,241,False,False,0,False,796,,,,,,,,,MXP,
79,803,,False,False,0,False,803,,,,,,,,,4 X 6 Continuous,
79,804,,False,False,0,False,804,,,,,,,,,4 1/4 X 6 Continuous,
74,807,,False,False,0,False,807,,,,,,,,,Spectacle Rx,
74,808,,False,False,0,False,808,,,,,,,,,Contact Lens Rx,
74,809,,False,False,0,False,809,,,,,,,,,Statement,
74,810,,False,False,0,False,810,,,,,,,,,HCFA-1500,
216,811, ,False,False,0,False,523,,,,,,,,,Black Lung,
216,812,,False,False,0,False,731,,,,,,,,,Capitation Plan,
216,813, ,False,False,0,False,521,,,,,,,,,Champus,
216,814, ,False,False,0,False,522,,,,,,,,,ChampVA,
216,815, ,False,False,0,False,303,,,,,,,,,HMO,
216,816,,False,False,0,False,770,,,,,,,,,Managed Care,
216,817, ,False,False,0,False,520,,,,,,,,,Medicaid,
216,818, ,False,False,0,False,519,,,,,,,,,Medicare,
216,819,,False,False,0,False,768,,,,,,,,,Medigap,
216,821, ,False,False,0,False,304,,,,,,,,,PPO,
216,822, ,False,False,0,False,302,,,,,,,,,Private Pay,
216,823, ,False,False,0,False,305,,,,,,,,,Vision Plan,
216,824,,False,False,0,False,769,,,,,,,,,VSP,
302,825,005,False,False,0,False,0,,,,,,,,,Texas Blue Shield,
400,826,A,False,False,0,False,826,,,,,,,,,Self Pay,
400,827,B,False,False,0,False,828,,,,,,,,,Workers Compensation,
400,828,C,False,True,0,False,829,,,,,,,,,Medicare,
400,829,D,False,False,0,False,830,,,,,,,,,Medicaid,
400,830,E,False,False,0,False,831,,,,,,,,,Other Federal Program,
400,831,F,False,False,0,False,832,,,,,,,,,Commercial Insurance Company,
400,832,G,False,False,0,False,833,,,,,,,,,Blue Cross and Blue Shield,
400,833,H,False,False,0,False,834,,,,,,,,,CHAMPUS,
400,834,I,False,False,0,False,835,,,,,,,,,HMO,
400,835,Z,False,False,0,False,836,,,,,,,,,Other,
88,837,,False,False,0,False,0,,,,,,,,,Damaged,
88,838,,False,False,0,False,0,,,,,,,,,Can't use,
89,839,,False,False,0,False,0,,,,,,,,,Restocking fee,
89,840,,False,False,0,False,0,,,,,,,,,Handling Fee,
89,841,,False,False,0,False,0,,,,,,,,,Return Fee,
89,842,,False,False,0,False,0,,,,,,,,,Damaged Fee,
88,843,,False,False,0,False,0,,,,,,,,,Wrong Frame,
15,844,,False,False,0,True,844,,,,,,,,,Product Return,
15,845,,False,False,0,True,845,,,,,,,,,Patient Refund,
15,846,,False,False,0,True,846,,,,,,,,,Non-refundable Adjustment,
50,850,,False,False,0,False,0,,,,,,,,,Gold,
50,851,,False,False,0,False,0,,,,,,,,,Silver,
50,852,,False,False,0,False,0,,,,,,,,,Havanna,
66,853,,False,False,0,False,0,,,,,,,,,Pink 20%,
66,854,,False,False,0,False,0,,,,,,,,,Pink 30%,
66,855,,False,False,0,False,0,,,,,,,,,Grey 20%,
66,856,,False,False,0,False,0,,,,,,,,,Photo Brown Xtra,
66,857,,False,False,0,False,0,,,,,,,,,Photo Grey Xtra,
200,858,MLT,False,False,0,False,0,,,,,,,,,Multifocal,
200,859,DOC,False,False,0,False,0,,,,,,,,,Driving over Contacts,
200,860,OCC,False,False,0,False,0,,,,,,,,,Occupational,
206,862,,False,False,0,False,0,,OTHER,17,Other (Indicate Tint Not Listed),,,,,Pink,
206,863,BLU,False,False,0,True,0,,OTHER,17,Other (Indicate Tint Not Listed),,,,,Blue,
206,864,BRO,False,False,0,True,0,,OTHER,17,Other (Indicate Tint Not Listed),,,,,Brown,
206,865,GRA,False,False,0,True,0,,OTHER,17,Other (Indicate Tint Not Listed),,,,,Gray,
206,866,GRE,False,False,0,True,0,,OTHER,17,Other (Indicate Tint Not Listed),,,,,Green,
206,867,,False,False,0,False,0,,OTHER,17,Other (Indicate Tint Not Listed),,,,,Amber,
206,868,,False,False,0,False,0,,OTHER,17,Other (Indicate Tint Not Listed),,,,,Rose,
206,869,,False,False,0,False,0,,OTHER,17,Other (Indicate Tint Not Listed),,,,,Blue Pink,
206,870,VIO,False,False,0,True,0,,OTHER,17,Other (Indicate Tint Not Listed),,,,,Violet,
206,871,,False,False,0,False,0,,OTHER,17,Other (Indicate Tint Not Listed),,,,,Brown Pink,
8,872,,False,False,0,False,0,,,,,,,,,Marketing Mailer,
87,873,,False,False,0,False,0,,,,,,,,,Metal Frame,
87,874,,False,False,0,False,0,,,,,,,,,Plastic Frame,
87,875,,True,False,0,False,0,,,,,,,,,Single Vision Lenses,
87,876,,False,False,0,False,0,,,,,,,,,Soft Contact Lenses,
87,877,,False,False,0,False,0,,,,,,,,,Rigid Contact Lenses,
11,878,AQU,False,False,0,True,0,,,,,,,,,Aqua,
11,881,HAN,False,False,0,True,0,,,,,,,,,Handling Tint,
11,882,ENH,False,False,0,True,0,,,,,,,,,Enhancing,
214,884,OCC,False,False,0,False,0,,,,,,,,,Occupational,
202,885,,False,False,0,False,0,,,,,,,,,Marketing Discount,
201,886,,False,False,0,False,0,,,,,,,,,Frame on Backorder,
207,887,,False,False,0,False,0,,,,,,,,,# 1,
207,888,,False,False,0,False,0,,,,,,,,,# 2,
207,889,,False,False,0,False,0,,,,,,,,,# 3,
36,890,,False,False,0,False,0,,,,,,,,,Gift Certificate,
212,894,,False,False,0,False,0,,,,,,,,,Chemical,
212,895,,False,False,0,False,0,,,,,,,,,Renu,
212,896,,False,False,0,False,0,,,,,,,,,Boston,
212,897,,False,False,0,False,0,,,,,,,,,Optifree,
211,898,,True,False,0,False,0,,,,,,,,,Phemfilcon A,
10,899,WKLY,False,False,0,False,0,,,,,,,,,Weekly,
10,900,TWKS,False,False,0,False,0,,,,,,,,,2 Weeks,
10,901,DALY,False,False,0,False,0,,,,,,,,,Daily,
10,902,TMNT,False,False,0,False,0,,,,,,,,,3 Months,
9,908,ASND,False,False,0,False,0,,,,,,,,,As Needed,
10,909,ASND,False,False,0,False,0,,,,,,,,,As Needed,
212,910,,False,False,0,False,0,,,,,,,,,None,
11,912,GRE,False,False,0,True,0,,,,,,,,,Green,
201,917,,False,False,0,False,0,,,,,,,,,Patient notified awaiting pickup,
65,918,,False,False,0,False,0,,,,,,,,,Consultations,
215,919,,False,False,0,False,0,,,,,,,,,Consultations,
44,920,02,False,False,0,False,0,,,,,,,,,Metal,
46,922,1,True,False,0,False,0,,,,,,,,,Unisex,
215,923,,False,False,0,False,0,,,,,,,,,Frame Add-on Fees,
78,924,,False,False,0,False,0,,,,,,,,,Coating Add-on,
215,925,,False,False,0,False,0,,,,,,,,,SV Lens Blank Fees,
78,926,,False,False,0,False,0,,,,,,,,,Lens/Frame Co-payment,
78,927,,False,False,0,False,0,,,,,,,,,Frame Co-payment,
78,928,,False,False,0,False,0,,,,,,,,,Total Co-payment,
78,929,,False,False,0,False,0,,,,,,,,,Exam Co-payment,
78,930,,False,False,0,False,0,,,,,,,,,Coating - AR,
78,931,,False,False,0,False,0,,,,,,,,,Coating - MIrror,
78,932,,False,False,0,False,0,,,,,,,,,Coating - Scratchcoat SV,
78,933,,False,False,0,False,0,,,,,,,,,Coating - Ski Type,
78,934,,False,False,0,False,0,,,,,,,,,OS - SV (56+),
78,935,,False,False,0,False,0,,,,,,,,,Edge Polish,
78,936,,False,False,0,False,0,,,,,,,,,Edge Coating,
78,937,,True,True,0,False,0,,,,,,,,,Facetted Lenses,
78,938,,False,False,0,False,0,,,,,,,,,Coating - UV SV,
78,939,,False,False,0,False,0,,,,,,,,,Photochr- SV Glass A,
78,940,,False,False,0,False,0,,,,,,,,,Photochr - MV Glass A,
78,941,,False,False,0,False,0,,,,,,,,,Photochr - SV Glass B,
78,942,,False,False,0,False,0,,,,,,,,,Photochr - MV Glass B,
78,943,,False,False,0,False,0,,,,,,,,,Dyes- Plastic Solid (Exc Pink I & II),
78,944,,False,False,0,False,0,,,,,,,,,Dyes - Plastic Gradient,
78,945,,False,False,0,False,0,,,,,,,,,Tints - MF Pl Gradient,
78,946,,False,False,0,False,0,,,,,,,,,Tints - MF Pl Solid,
78,947,,False,False,0,False,0,,,,,,,,,OS - MF (56+),
78,948,,False,False,0,False,0,,,,,,,,,Exam - Intermediate,
78,949,,False,False,0,False,0,,,,,,,,,BF FT 35,
78,950,,False,False,0,False,0,,,,,,,,,BF Executive,
78,951,,False,False,0,False,0,,,,,,,,,TF FT 35,
78,952,,False,False,0,False,0,,,,,,,,,TF Executive,
78,953,,False,False,0,False,0,,,,,,,,,Progessive Standard,
78,954,,False,False,0,False,0,,,,,,,,,Progressive Premium,
78,955,,False,False,0,False,0,,,,,,,,,SV Glass,
78,956,,False,False,0,False,0,,,,,,,,,MF Glass,
78,957,,False,False,0,False,0,,,,,,,,,SV Oversize (56+) ,
78,958,,False,False,0,False,0,,,,,,,,,MF OS (56+) ,
78,959,,False,False,0,False,0,,,,,,,,,Polycarbonate - SV,
78,960,,False,False,0,False,0,,,,,,,,,Polycarbonate - MF,
78,961,,False,False,0,False,0,,,,,,,,,Coating - UV MF,
78,962,,False,False,0,False,0,,,,,,,,,Coating - Scratchcoat MF,
78,963,,False,False,0,False,0,,,,,,,,,Prism to 4.00D SV,
78,964,,False,False,0,False,0,,,,,,,,,Prism to 4.00D MV,
200,965,FRF,False,False,0,False,0,,,,,,,,,Final Refraction Rx,
214,966,,False,False,0,False,0,,,,,,,,,Final CL Refraction Rx,
211,967,,False,False,0,False,0,,,,,,,,,Vfilcon,
211,968,,False,False,0,False,0,,,,,,,,,Methafilcon,
211,970,,False,False,0,False,0,,,,,,,,,Rosifocon A,
60,971,,False,False,0,False,0,,,,,,,,,M.D.,
60,972,,False,False,0,False,0,,,,,,,,,D.D.S,
60,973,,False,False,0,False,0,,,,,,,,,O.D,
87,974,,False,False,0,False,0,,,,,,,,,Bifocal Lenses,
87,975,,False,False,0,False,0,,,,,,,,,Contact Lens Solutions,
87,976,,False,False,0,False,0,,,,,,,,,Comprehensive Examination,
87,977,,False,False,0,False,0,,,,,,,,,Contact Lens Check,
78,978,,False,False,0,False,0,,,,,,,,,AddOn-Gl SV,
78,979,,False,False,0,False,0,,,,,,,,,AddOn-Gl MF,
78,980,,False,False,0,False,0,,,,,,,,,OvrPwer +\-7DSPH SV,
78,981,,False,False,0,False,0,,,,,,,,,OvrPwer +\-7DSPH MF,
78,982,,False,False,0,False,0,,,,,,,,,OvrPwer +\-8DSPH MF,
78,983,,False,False,0,False,0,,,,,,,,,OvrPwer +\-9DSPH MF,
78,984,,False,False,0,False,0,,,,,,,,,OvrPwer +\-10DSPH MF,
78,985,,False,False,0,False,0,,,,,,,,,OvrPwer +\-8DSPH SV,
78,986,,False,False,0,False,0,,,,,,,,,OvrPwer +\-9DSPH SV,
78,987,,False,False,0,False,0,,,,,,,,,OvrPwer +\-10DSPH SV,
78,988,,False,False,0,False,0,,,,,,,,,OvrPwer +\-4DCYL SV,
78,989,,False,False,0,False,0,,,,,,,,,OvrPwer +\-5DCYL SV,
78,990,,False,False,0,False,0,,,,,,,,,OvrPwer +\-6DCYL SV,
78,991,,False,False,0,False,0,,,,,,,,,OvrPwer +\-4DCYL MF,
78,992,,False,False,0,False,0,,,,,,,,,OvrPwer +\-5DCYL MF,
78,993,,False,False,0,False,0,,,,,,,,,OvrPwer +\-6DCYL MF,
78,994,,False,False,0,False,0,,,,,,,,,OvrPwer +\-7DCYL MF,
78,995,,False,False,0,False,0,,,,,,,,,OvrPwer +\-7DCYL SV,
78,996,,False,False,0,False,0,,,,,,,,,Tints - SV Pl Gradient,
78,997,,False,False,0,False,0,,,,,,,,,Tints - SV Pl Solid,
78,998,,False,False,0,False,0,,,,,,,,,Exam - Follow-up,
78,999,,False,False,0,False,0,,,,,,,,,Lenticular/AphakicMono,
78,1000,,False,False,0,False,0,,,,,,,,,Lenticular/AphakicMulti,
78,1001,,False,False,0,False,0,,,,,,,,,Prism 4.25+,
78,1002,,False,False,0,False,0,,,,,,,,,Prism-Slab Off,
78,1003,,False,False,0,False,0,,,,,,,,,Contacts- Med Necessary,
78,1004,,False,False,0,False,0,,,,,,,,,Contacts- Cosmetic,
204,1005,,False,False,0,False,0,,,,,,,,,BF FT 35,
204,1006,,False,False,0,False,0,,,,,,,,,BF FT28,
204,1007,,False,False,0,False,0,,,,,,,,,TF FT 25,
204,1008,,False,False,0,False,0,,,,,,,,,TF FT 28,
204,1009,,False,False,0,False,0,,,,,,,,,TF FT 35,
204,1010,,False,False,0,False,0,,,,,,,,,Safety  3.0,
215,1011,,False,False,0,False,0,,,,,,,,,Hard CL Fees,
215,1012,,False,False,0,False,0,,,,,,,,,Rigid CL Fees,
215,1013,,False,False,0,False,0,,,,,,,,,Disposable Lens Fees,
215,1014,,False,False,0,False,0,,,,,,,,,Lens Add On Fees,
215,1015,,False,False,0,False,0,,,,,,,,,Solutions Fees,
215,1016,,False,False,0,False,0,,,,,,,,,Core Frames Fees,
215,1017,,False,False,0,False,0,,,,,,,,,MV Lens Blank Fees,
215,1018,,False,False,0,False,0,,,,,,,,,Hi-index Lens Blank Fees,
215,1019,,False,False,0,False,0,,,,,,,,,New Patient Exams,
215,1020,,False,False,0,False,0,,,,,,,,,Established Patient Exams,
200,1021,ORF,False,False,0,False,0,,,,,,,,,Over-refraction,
44,1022,123,False,False,0,False,0,,,,,,,,,Flexon,
215,1023,,False,False,0,False,0,,,,,,,,,Metal Frame Fees,
306,1032,,False,False,0,False,0,,,,,,,,,Patient thank you letter default,
307,1033,,False,False,0,False,0,,,,,,,,,Patient referral letter default,
400,1034,M,False,False,0,False,1034,,,,,,,,,Medicare Claim Review,
400,1035,N,False,False,0,False,1035,,,,,,,,,Medicare ADS Responses,
34,1037,X,True,False,0,False,1037,,,,,,,,,Corporate Name, but SS#,
401,1039,SP,False,False,0,False,1039,,,,,,,,,Supplemental Policy,
401,1040,IP,False,False,0,False,1040,,,,,,,,,Individual Policy,
401,1041,PP,False,False,0,False,1041,,,,,,,,,Personal Payment(Cash-No Insurance),
401,1042,GP,False,False,0,False,1042,,,,,,,,,Group Policy,
401,1043,LT,False,False,0,False,1043,,,,,,,,,Litigation,
401,1044,AP,False,False,0,False,1044,,,,,,,,,Auto Insurance Policy,
401,1045,LD,False,False,0,False,1045,,,,,,,,,Long Term Policy,
401,1046,OT,False,False,0,False,1046,,,,,,,,,Other,
401,1047,MP,False,True,0,False,1047,,,,,,,,,Medicare Primary,
90,1065,,False,False,0,True,0,,,,,,,,,Annual Cycle,
91,1066,1,False,False,0,True,0,,,,,,,,,Barell,
91,1067,2,False,False,0,True,0,,,,,,,,,Round,
305,1068,Y,False,False,0,True,0,,,,,,,,,PPO/HMO Agreement,
305,1069,E,False,False,0,True,0,,,,,,,,,CHAMPUS External Agreement,
305,1070,I,False,False,0,True,0,,,,,,,,,CHAMPUS Internal Agreement,
305,1071,N,True,False,0,True,0,,,,,,,,,No PPO/HMP Agreement,
410,1072,258,False,False,0,True,0,,,,,,,,,5389 - Post Card 4 X 6,
410,1073,259,False,False,0,True,0,,,,,,,,,5315 - Notecard  3.75 X 5,
410,1074,260,False,False,0,True,0,,,,,,,,,5386 - Rotary Index 3 X 5,
411,1075,SP,True,False,0,True,0,,,,,,,,,Supplemental Policy,
411,1076,GP,True,False,0,True,0,,,,,,,,,Group Policy,
411,1077,IP,True,False,0,True,0,,,,,,,,,Individual Policy,
411,1078,AP,True,False,0,True,0,,,,,,,,,Auto Insurance Policy,
411,1079,LD,True,False,0,True,0,,,,,,,,,Long Term Policy,
411,1080,OT,True,False,0,True,0,,,,,,,,,Other,
411,1081,MP,True,False,0,True,0,,,,,,,,,Medicare Primary,
411,1082,LT,True,False,0,True,0,,,,,,,,,Litigation,
411,1083,PP,True,False,0,True,0,,,,,,,,,Personal Payment,
411,1084,MG,True,False,0,True,0,,,,,,,,,Medigap,
92,1085,,False,False,0,False,0,,,,,,,,,Inventory Adjustment,
15,1086,,False,False,0,True,0,,,,,,,,,VSP - Insurance Charge Adj.,
15,1087,,False,False,0,True,0,,,,,,,,,VSP - Lab Charge Adjustment,
36,1088,,False,False,0,True,0,,,,,,,,,Patient Return,
36,1089,,False,False,0,True,0,,,,,,,,,Patient Credit,
15,1090,,False,False,0,True,1090,,,,,,,,,Transfer from Patient to Insurance,
305,1091,N,False,False,0,True,0,,,,,,,,,No PPO/HMO Agreement,
40,1092,04,False,False,0,True,0,,,,,,,,,Diagnostic X-Ray,
40,1093,05,False,False,0,True,0,,,,,,,,,Diagnostic Laboratory,
40,1094,06,False,False,0,True,0,,,,,,,,,Radiation Therapy,
40,1095,07,False,False,0,True,0,,,,,,,,,Anesthesia,
40,1096,08,False,False,0,True,0,,,,,,,,,Surgical Assistance,
40,1097,09,False,False,0,True,0,,,,,,,,,Other Medical Services,
40,1098,10,False,False,0,True,0,,,,,,,,,Blood Charges,
40,1099,13,False,False,0,True,0,,,,,,,,,ASC facility,
40,1100,14,False,False,0,True,0,,,,,,,,,Rental Supplies in the Home,
40,1101,15,False,False,0,True,0,,,,,,,,,Alternate Method Dialysis Payment,
40,1102,16,False,False,0,True,0,,,,,,,,,CRD Equipment,
40,1103,19,False,False,0,True,0,,,,,,,,,Pneumonia Vaccine,
40,1104,20,False,False,0,True,0,,,,,,,,,2nd Surgical Opinion,
40,1105,21,False,False,0,True,0,,,,,,,,,3rd Surgical Opinion,
93,1106,,False,False,0,False,0,,,,,,,,,Privacy,
93,1107,,False,False,0,False,0,,,,,,,,,Consent,
93,1108,,False,False,0,False,0,,,,,,,,,Complaint,
93,1109,,False,False,0,False,0,,,,,,,,,Other,
94,1110,,False,False,0,True,1,,,,,,,,,Patient Refund,
94,1111,,False,False,0,True,2,,,,,,,,,Unapplied Insurance Transfer,
411,1112,C1,False,False,0,True,0,,,,,,,,,Commercial,
411,1113,HM,True,False,0,True,0,,,,,,,,,Health Maintenance Organization,
411,1114,MB,True,False,0,True,0,,,,,,,,,Medicare Part B,
411,1115,MC,True,False,0,True,0,,,,,,,,,Medicaid,
5,1133,K,True,False,0,True,1133,,,,,,,,,Central Certification,
5,1134,11,False,False,0,True,1134,,,,,,,,,Other Non-Federal Programs,
5,1135,12,False,False,0,True,1135,,,,,,,,,Preferred Provider Organization,
5,1136,13,False,False,0,True,1136,,,,,,,,,Point of Service,
5,1137,14,False,False,0,True,1137,,,,,,,,,Exclusive Provider Organization,
5,1138,15,False,False,0,True,1138,,,,,,,,,Indemnity Insurance,
5,1139,AM,False,False,0,True,1139,,,,,,,,,Automobile Medical,
5,1140,DS,False,False,0,True,1140,,,,,,,,,Disability,
5,1141,LI,True,False,0,True,1141,,,,,,,,,Liability,
5,1142,LM,False,False,0,True,1142,,,,,,,,,Liability Medical,
5,1143,T,False,False,0,True,1143,,,,,,,,,Title V,
5,1144,B,False,False,0,True,1144,,,,,,,,,Workers Compensation Health Claim,
5,1145,Z,False,False,0,False,0,,,,,,,,,Mutually Defined Unknown,
15,1146,,False,False,0,True,1146,,,,,,,,,Insurance Denial,
36,1147,,False,False,0,True,0,,,,,,,,,Unapplied Insurance Transfer,
412,1148,L1,False,False,0,True,0,,,,,,,,,20 Degree or .5 Diop Sp/Cyl Change Met,
412,1149,L2,False,False,0,True,0,,,,,,,,,Replacement Due to Loss or Theft,
412,1150,L3,False,False,0,True,0,,,,,,,,,Replacement Due to Breaking or Damage,
412,1151,L4,False,False,0,True,0,,,,,,,,,Replacement Due to Patient Preference,
412,1152,L5,False,False,0,True,0,,,,,,,,,Replacement Due to Medical Reason,
15,1153,,False,False,0,True,1145,,,,,,,,,Insurance Overpayment,
500,1154,RCPT,False,False,0,False,0,,,,,,,,,Reception,
500,1155,PRE1,False,False,0,False,0,,,,,,,,,Pretest 1,
500,1157,EXAM1,False,False,0,False,0,,,,,,,,,Examination 1,
500,1159,DISP,False,False,0,False,0,,,,,,,,,Dispensary,
500,1160,WAIT,False,False,0,False,0,,,,,,,,,Waiting room,
81,1161,0,False,False,0,False,0,,,0,,,,,,Scanning Laser Ophthalmoscopy,
81,1162,0,False,False,0,False,0,,,0,,,,,,Topography,
81,1163,0,False,False,0,False,0,,,0,,,,,,Fields,
81,1164,0,False,False,0,False,0,,,0,,,,,,Lab Results,
81,1165,0,False,False,0,False,0,,,0,,,,,,Insurance Authorization,
81,1166,0,False,False,0,False,0,,,0,,,,,,Prior paper records,
81,1167,0,False,False,0,False,0,,,0,,,,,,Patient photo,
81,1168,0,False,False,0,False,0,,,0,,,,,,Anterior Seg pictures,
81,1169,0,False,False,0,False,0,,,0,,,,,,Miscellaneous,
81,1170,0,False,False,0,False,0,,,0,,,,,,Biometry,
502,1171,FX,False,False,0,True,0,,,0,,,,,,By Fax,
502,1172,BM,False,False,0,True,0,,,0,,,,,,By Mail,
502,1173,AA,False,False,0,True,0,,,0,,,,,,Available on Request at Provider Site,
501,1174,RT,False,False,0,True,0,,,0,,,,,,Report of Test and Analysis Report,
501,1175,RR,False,False,0,True,0,,,0,,,,,,Radiology Report,
501,1176,RB,False,False,0,True,0,,,0,,,,,,Radiology Films,
501,1177,PZ,False,False,0,True,0,,,0,,,,,,Physical Therapy Certification,
501,1178,PO,False,False,0,True,0,,,0,,,,,,Prosthetics or Orthotic Certification,
501,1179,PN,False,False,0,True,0,,,0,,,,,,Physical Therapy Notes,
501,1180,OZ,False,False,0,True,0,,,0,,,,,,Support Data for Claim,
501,1181,OB,False,False,0,True,0,,,0,,,,,,Operative Note,
